,overall,ball_control,reactions
9041,66,67,68
9042,66,70,59
9043,66,55,60
9044,66,62,55
9045,66,65,64
9046,66,61,63
9049,66,47,68
9050,66,61,62
9051,66,66,63
9052,66,66,62
9053,66,58,56
9055,66,66,55
9056,66,68,48
9057,66,70,54
9058,66,72,60
9059,66,70,60
9060,66,63,69
9061,66,63,62
9062,66,66,55
9063,66,65,74
9065,66,63,55
9066,66,68,60
9067,66,64,65
9069,66,71,55
9070,66,51,59
9071,66,60,58
9072,66,67,62
9073,66,73,57
9075,66,67,70
9076,66,66,71
9078,66,63,67
9079,66,37,51
9080,66,63,67
9081,66,67,68
9082,66,66,65
9083,66,49,64
9084,66,68,59
9085,66,67,65
9086,66,72,62
9087,66,35,60
9088,66,58,51
9089,66,69,53
9090,66,67,63
9091,66,64,58
9092,66,65,62
9093,66,63,57
9094,66,71,58
9095,66,65,57
9096,66,68,67
9097,66,60,64
9098,66,55,71
9100,66,64,68
9101,66,67,67
9102,66,63,75
9103,66,64,70
9104,66,65,69
9105,66,66,67
9106,66,65,64
9107,66,66,60
9108,66,68,64
9109,66,67,63
9110,66,61,65
9111,66,62,53
9112,66,41,56
9113,66,39,50
9114,66,42,61
9115,66,61,76
9116,66,62,62
9117,66,63,58
9118,66,67,60
9119,66,68,57
9120,66,53,69
9122,66,50,63
9123,66,51,54
9124,66,63,65
9125,66,67,61
9126,66,63,59
9127,66,66,67
9128,66,68,60
9129,66,63,65
9130,66,65,59
9131,66,68,65
9133,66,60,65
9134,66,63,62
9135,66,71,69
9136,66,65,65
9137,66,67,66
9138,66,70,65
9139,66,66,66
9141,66,66,68
9142,66,56,57
9144,66,61,60
9145,66,68,62
9146,66,59,63
9147,66,67,65
9148,66,66,60
9149,66,66,65
9150,66,68,60
9151,66,65,63
9152,66,63,62
9153,66,59,71
9154,66,65,68
9155,66,62,63
9156,66,66,60
9157,66,54,53
9158,66,64,64
9160,66,62,64
9161,66,55,62
9162,66,62,62
9163,66,70,67
9164,66,68,67
9165,66,66,54
9167,66,62,64
9168,66,65,61
9170,66,56,61
9171,66,70,60
9172,66,66,63
9173,66,56,61
9174,66,45,60
9176,66,68,58
9179,66,60,59
9180,66,68,62
9181,66,64,64
9182,66,67,68
9183,66,64,68
9184,66,65,62
9185,66,69,61
9186,66,56,64
9187,66,69,60
9188,66,55,70
9189,66,66,59
9190,66,62,64
9191,66,68,65
9192,66,67,45
9193,66,57,58
9194,66,31,47
9195,66,63,67
9196,66,61,61
9197,66,50,53
9198,66,64,60
9199,66,58,51
9200,66,48,73
9201,66,65,65
9202,66,68,61
9203,66,71,62
9204,66,62,50
9205,66,65,59
9206,66,59,61
9207,66,64,55
9208,66,65,61
9209,66,64,59
9210,66,68,64
9211,66,62,58
9212,66,70,56
9213,66,68,62
9214,66,60,65
9215,66,64,63
9216,66,68,61
9217,66,64,58
9218,66,55,67
9219,66,64,64
9220,66,62,63
9221,66,67,65
9222,66,60,69
9224,66,70,65
9225,66,57,64
9226,66,68,65
9227,66,63,67
9228,66,59,59
9229,66,70,53
9230,66,63,57
9231,66,63,78
9232,66,67,61
9233,66,64,62
9235,66,63,62
9236,66,52,63
9237,66,53,60
9238,66,59,53
9239,66,47,51
9240,66,64,61
9241,66,68,62
9243,66,61,53
9244,66,68,66
9246,66,50,58
9247,66,75,50
9248,66,73,62
9249,66,46,56
9250,66,67,63
9251,66,59,53
9253,66,66,64
9254,66,64,56
9255,66,71,67
9256,66,59,56
9257,66,61,67
9258,66,67,55
9259,66,57,58
9260,66,64,61
9262,66,68,61
9263,66,68,64
9264,66,73,55
9265,66,58,55
9266,66,68,59
9267,66,51,64
9268,66,67,63
9269,66,55,58
9270,66,63,63
9271,66,67,67
9272,66,56,62
9273,66,66,63
9275,66,73,55
9276,66,66,58
9277,66,61,64
9278,66,63,63
9279,66,63,62
9280,66,64,62
9281,66,69,58
9282,66,65,66
9283,66,64,65
9284,66,70,67
9285,66,63,62
9286,66,54,68
9288,66,67,55
9289,66,66,72
9290,66,65,62
9291,66,63,62
9292,66,63,58
9293,66,63,64
9294,66,65,62
9295,66,67,63
9297,66,65,63
9298,66,59,76
9300,66,68,58
9301,66,65,60
9302,66,71,58
9303,66,39,54
9304,66,54,50
9305,66,57,65
9306,66,68,55
9307,66,45,57
9308,66,63,67
9309,66,63,66
9310,66,63,70
9312,66,63,61
9313,66,70,62
9314,66,68,62
9315,66,64,64
9316,66,54,59
9317,66,66,64
9318,66,64,65
9319,66,69,55
9320,66,70,58
9321,66,67,68
9322,66,65,63
9323,66,44,55
9324,66,50,68
9325,66,61,60
9326,66,61,68
9327,66,72,58
9328,66,68,64
9329,66,68,57
9330,66,48,60
9331,66,68,61
9332,66,62,64
9334,66,53,63
9335,66,56,60
9336,66,64,59
9337,66,73,67
9338,66,61,65
9339,66,64,58
9340,66,32,64
9341,66,65,71
9342,66,65,64
9343,66,67,64
9344,66,67,72
9345,66,68,62
9346,66,75,60
9347,66,59,52
9348,66,43,60
9349,66,70,66
9350,66,65,62
9351,66,50,74
9352,66,51,61
9353,66,67,65
9354,66,49,58
9355,66,67,75
9356,66,63,64
9357,66,64,65
9359,66,62,60
9361,66,64,72
9362,66,67,62
9363,66,65,62
9364,66,63,59
9365,66,50,62
9366,66,64,63
9367,66,66,62
9368,66,60,55
9369,66,66,64
9370,66,64,66
9371,66,52,64
9372,66,57,63
9373,66,69,62
9374,66,64,62
9375,66,63,62
9376,66,66,58
9378,66,62,61
9379,66,61,61
9380,66,65,62
9381,66,42,58
9382,66,63,60
9384,66,61,61
9385,66,68,65
9386,66,63,64
9387,66,67,58
9388,66,66,69
9389,66,60,68
9390,66,59,52
9391,66,67,64
9392,66,68,64
9393,66,68,65
9394,66,61,59
9395,66,66,61
9396,66,71,62
9397,66,72,59
9398,66,72,35
9399,66,68,62
9400,66,62,60
9401,66,66,61
9402,66,68,65
9403,66,61,57
9404,66,65,62
9405,66,67,59
9407,66,67,69
9409,66,67,71
9410,66,66,67
9411,66,53,66
9412,66,64,67
9413,66,64,59
9414,66,66,61
9415,66,44,48
9416,66,70,61
9417,66,56,64
9418,66,64,61
9419,66,70,65
9420,66,58,63
9421,66,47,64
9422,66,67,61
9423,66,66,69
9424,66,55,55
9426,66,68,59
9427,66,64,51
9428,66,69,57
9429,66,70,60
9430,66,62,61
9431,66,64,56
9432,66,67,64
9433,66,68,59
9434,66,64,55
9435,66,62,66
9436,66,64,63
9437,66,63,62
9438,66,60,60
9439,66,65,57
9440,66,65,63
9441,66,66,61
9442,66,56,63
9443,66,50,62
9444,66,64,68
9445,66,70,60
9446,66,55,62
9447,66,67,60
9448,66,63,65
9449,66,52,71
9450,66,61,61
9451,66,49,63
9452,66,65,62
9453,66,65,60
9454,66,59,65
9455,66,67,64
9456,66,69,70
9457,66,65,58
9459,66,63,59
9460,66,52,72
9462,66,65,63
9463,66,57,58
9464,66,64,66
9465,66,64,65
9466,66,67,64
9467,66,66,67
9468,66,59,62
9470,66,59,60
9471,66,48,66
9472,66,64,57
9473,66,56,63
9474,66,62,73
9475,66,44,57
9476,66,56,67
9477,66,64,67
9478,66,66,67
9479,66,69,55
9480,66,62,49
9481,66,62,69
9482,66,60,62
9484,66,71,65
9485,66,72,52
9486,66,67,56
9487,66,44,53
9488,66,55,74
9489,66,66,65
9490,66,66,67
9491,66,67,64
9492,66,68,55
9493,66,64,67
9494,66,68,57
9495,66,67,55
9496,66,63,59
9497,66,57,56
9498,66,64,63
9499,66,64,54
9500,66,67,59
9501,66,68,56
9502,66,67,61
9503,66,65,59
9504,66,52,64
9505,66,56,56
9506,66,67,63
9507,66,59,68
9508,66,67,64
9509,66,55,74
9510,66,59,58
9511,66,70,66
9512,66,58,59
9513,66,63,49
9514,66,66,64
9515,66,54,60
9516,66,66,56
9517,66,73,60
9518,66,61,59
9519,66,62,60
9520,66,58,57
9521,66,59,65
9522,66,41,65
9523,66,68,64
9524,66,65,57
9525,66,68,62
9526,66,65,59
9527,66,63,65
9528,66,66,60
9529,66,67,67
9530,66,66,66
9531,66,62,58
9532,66,56,65
9533,66,60,62
9534,66,63,67
9535,66,64,65
9536,66,61,63
9537,66,72,50
9538,66,67,65
9539,66,72,65
9540,66,61,61
9541,66,64,67
9542,66,69,70
9543,66,71,53
9544,66,64,68
9545,66,40,58
9546,66,58,65
9547,66,65,65
9548,66,65,65
9549,66,43,61
9550,66,52,56
9551,66,60,60
9552,66,69,64
9553,66,66,61
9554,66,60,70
9555,66,66,64
9556,66,55,60
9557,66,60,65
9558,66,68,58
9559,66,50,64
9560,66,59,58
9561,66,64,68
9562,66,65,52
9563,66,54,61
9564,66,66,63
9565,66,64,64
9566,66,55,63
9567,66,64,65
9568,66,63,61
9569,66,49,56
9570,66,65,67
9571,66,40,53
9572,66,60,71
9573,66,63,55
9574,66,67,62
9575,66,67,65
9576,66,64,68
9577,66,63,67
9578,66,64,55
9579,66,68,63
9580,66,66,55
9581,66,63,62
9582,66,66,69
9583,66,60,67
9586,66,66,64
9587,66,60,55
9588,66,68,56
9589,66,64,70
9590,66,67,60
9591,66,67,59
9593,66,69,58
9595,66,62,66
9597,66,66,61
9598,66,72,72
9599,66,68,68
9600,66,71,67
9601,66,69,52
9602,66,55,65
9603,66,71,61
9605,66,54,60
9606,66,64,60
9607,66,61,67
9609,66,65,64
9610,66,70,60
9611,66,62,56
9612,66,65,65
9613,66,62,66
9614,66,63,65
9615,66,69,58
9616,66,62,57
9617,66,49,50
9618,66,62,66
9619,66,62,70
9620,66,58,65
9621,66,61,64
9622,66,62,57
9623,66,69,55
9624,66,67,62
9625,66,64,62
9626,66,67,62
9627,66,51,57
9628,66,68,60
9629,66,65,62
9630,66,64,64
9631,66,70,72
9632,66,57,57
9633,66,47,55
9634,66,65,53
9635,66,58,59
9636,66,53,60
9637,66,70,71
9638,66,69,57
9639,66,65,67
9640,66,66,61
9641,66,64,56
9642,66,61,66
9643,66,67,55
9644,66,71,59
9645,66,55,71
9646,66,49,55
9647,66,66,51
9648,66,52,67
9649,66,60,61
9650,66,67,68
9651,66,66,58
9652,66,60,75
9653,66,48,65
9654,66,67,66
9655,66,50,58
9656,66,63,72
9657,66,70,67
9658,66,63,63
9659,66,52,58
9660,66,67,60
9661,66,64,57
9662,66,65,75
9664,66,65,64
9665,66,67,60
9666,66,67,65
9667,66,69,66
9668,66,61,59
9669,66,53,62
9670,66,75,60
9671,66,63,61
9672,66,65,60
9673,66,67,60
9674,66,64,72
9675,66,65,68
9677,66,50,63
9678,66,59,65
9679,66,68,49
9680,66,66,70
9681,66,68,61
9682,66,66,61
9683,66,72,62
9684,66,77,62
9685,66,46,60
9686,66,48,61
9687,66,53,66
9689,66,66,60
9690,66,68,55
9691,66,59,67
9692,66,60,63
9694,66,63,66
9695,66,52,59
9696,66,59,64
9697,66,62,62
9698,66,67,54
9699,66,68,63
9700,66,70,61
9701,66,55,57
9702,66,66,56
9703,66,75,63
9704,66,49,60
9706,66,54,53
9707,66,63,59
9708,66,60,63
9709,66,65,62
9710,66,65,60
9711,66,53,62
9713,66,68,57
9714,66,66,54
9715,66,64,68
9716,66,65,60
9718,66,71,69
9719,66,58,66
9722,66,72,70
9723,66,71,66
9724,66,66,64
9725,66,60,49
9726,66,59,60
9727,66,60,59
9728,66,57,56
9729,66,41,58
9730,66,63,56
9731,66,64,71
9732,66,61,69
9733,66,57,62
9734,66,57,63
9735,66,56,62
9736,66,51,60
9737,66,55,63
9739,66,68,73
9740,66,70,65
9741,66,63,68
9742,66,66,68
9743,66,66,63
9744,66,64,57
9745,66,63,55
9746,66,55,55
9747,66,52,61
9748,66,68,64
9749,66,64,62
9750,66,66,65
9751,66,63,68
9752,66,66,56
9753,66,65,55
9754,66,54,57
9755,66,65,62
9756,66,67,66
9757,66,67,60
9758,66,67,69
9759,66,68,67
9760,66,62,63
9761,66,64,72
9762,66,70,63
9763,66,54,55
9764,66,60,64
9765,66,56,55
9766,66,73,55
9767,66,67,55
9768,66,64,68
9769,66,63,61
9771,66,51,59
9773,66,63,66
9775,66,65,65
9776,66,43,56
9777,66,64,65
9778,66,54,63
9779,66,72,63
9780,66,66,64
9781,66,62,48
9783,66,56,62
9784,66,63,62
9785,66,64,64
9786,66,68,65
9787,66,63,65
9788,66,65,62
9790,66,60,68
9791,66,68,63
9792,66,51,61
9793,66,62,56
9794,66,60,62
9796,66,61,63
9797,66,64,58
9798,66,71,55
9799,66,55,62
9800,66,68,53
9801,66,29,61
9802,66,66,62
9803,66,58,67
9804,66,60,59
9805,66,68,65
9806,66,58,60
9807,66,65,61
9808,66,68,65
9809,66,74,65
9810,66,61,59
9811,66,48,58
9812,66,71,64
9813,66,64,61
9814,66,53,64
9815,66,65,68
9816,66,69,56
9817,66,61,62
9818,66,71,52
9820,66,63,70
9821,66,68,65
9822,66,64,50
9823,66,63,65
9824,66,67,63
9825,66,66,63
9826,66,67,62
9827,66,66,65
9828,66,61,66
9829,66,70,68
9830,66,70,61
9831,66,66,62
9832,66,59,57
9833,66,62,60
9834,66,72,54
9835,66,65,61
9836,66,47,56
9837,66,55,59
9838,66,50,62
9839,66,63,62
9840,66,61,62
9841,66,57,63
9842,66,66,66
9843,66,67,57
9844,66,55,64
9845,66,54,68
9846,66,46,62
9847,66,65,64
9848,66,65,62
9849,66,61,59
9850,66,68,63
9851,66,63,62
9852,66,55,60
9853,66,66,60
9854,66,60,59
9855,66,73,63
9856,66,63,62
9857,66,67,62
9858,66,50,55
9859,66,67,55
9860,66,68,59
9862,66,52,60
9864,66,49,56
9865,66,65,55
9866,66,64,65
9867,66,61,59
9868,66,63,64
9869,66,62,61
9870,66,55,62
9872,66,62,68
9873,66,60,69
9874,66,65,67
9875,66,66,63
9876,66,64,60
9877,66,64,69
9878,66,69,67
9879,66,59,57
9880,66,72,63
9881,66,55,74
9882,66,63,48
9883,66,65,67
9884,66,66,68
9885,66,68,59
9886,66,68,63
9887,66,65,66
9888,66,59,57
9889,66,64,63
9890,65,60,54
9891,65,55,60
9892,65,63,59
9893,65,61,56
9894,65,63,63
9895,65,70,63
9896,65,50,55
9897,65,69,63
9898,65,62,64
9900,65,66,63
9901,65,66,47
9903,65,64,56
9904,65,64,61
9905,65,66,64
9906,65,68,56
9907,65,57,58
9908,65,67,57
9909,65,71,45
9910,65,64,62
9911,65,66,60
9913,65,59,58
9915,65,49,60
9916,65,63,58
9917,65,58,59
9919,65,63,61
9920,65,64,62
9921,65,68,57
9922,65,54,73
9923,65,62,66
9924,65,59,56
9925,65,70,52
9926,65,70,59
9927,65,63,62
9928,65,65,67
9929,65,61,56
9930,65,56,62
9931,65,71,55
9932,65,63,73
9933,65,68,58
9934,65,45,56
9935,65,65,57
9936,65,64,62
9937,65,45,63
9938,65,53,64
9939,65,67,55
9941,65,73,73
9942,65,65,61
9943,65,58,59
9944,65,55,64
9945,65,66,48
9946,65,59,62
9947,65,55,56
9948,65,36,65
9949,65,67,55
9950,65,63,65
9951,65,59,53
9952,65,50,62
9953,65,61,54
9954,65,65,61
9956,65,71,64
9957,65,63,62
9958,65,61,62
9959,65,68,60
9960,65,56,69
9961,65,60,58
9962,65,61,67
9963,65,66,57
9964,65,53,59
9965,65,38,50
9966,65,58,67
9967,65,66,65
9968,65,65,57
9969,65,59,59
9970,65,67,56
9971,65,62,58
9972,65,60,64
9973,65,66,62
9974,65,63,60
9976,65,64,64
9978,65,51,62
9979,65,60,53
9980,65,61,59
9981,65,61,57
9982,65,65,61
9983,65,40,67
9985,65,65,63
9986,65,61,67
9987,65,40,63
9988,65,63,62
9989,65,65,56
9990,65,64,51
9991,65,57,65
9992,65,62,73
9993,65,69,58
9994,65,66,60
9995,65,66,61
9996,65,66,62
9997,65,63,66
9998,65,63,57
9999,65,67,64
10000,65,65,56
10001,65,62,64
10002,65,66,59
10003,65,62,70
10005,65,54,62
10006,65,63,64
10008,65,60,53
10010,65,68,54
10011,65,60,58
10012,65,63,65
10013,65,63,66
10015,65,68,66
10017,65,46,59
10018,65,48,53
10019,65,64,56
10020,65,70,59
10021,65,37,53
10022,65,68,62
10024,65,67,58
10025,65,61,52
10026,65,61,49
10027,65,67,64
10028,65,65,74
10030,65,62,68
10031,65,66,71
10032,65,61,57
10034,65,53,57
10035,65,64,67
10037,65,39,58
10038,65,61,61
10039,65,44,62
10040,65,61,58
10041,65,63,65
10043,65,63,62
10045,65,49,65
10046,65,58,64
10047,65,64,58
10048,65,67,58
10050,65,65,60
10051,65,48,59
10052,65,60,58
10053,65,67,65
10054,65,63,68
10056,65,68,58
10057,65,66,64
10058,65,65,60
10059,65,64,63
10060,65,56,62
10061,65,62,64
10062,65,63,64
10063,65,52,61
10064,65,65,61
10065,65,56,57
10066,65,62,60
10067,65,65,65
10068,65,60,65
10070,65,68,57
10072,65,64,65
10073,65,63,57
10074,65,64,53
10075,65,63,63
10076,65,70,53
10077,65,49,62
10078,65,72,57
10079,65,63,52
10081,65,69,59
10083,65,65,70
10084,65,70,58
10085,65,46,57
10086,65,63,59
10087,65,67,60
10088,65,50,52
10090,65,65,60
10091,65,67,58
10092,65,68,53
10093,65,67,65
10094,65,63,63
10095,65,62,60
10096,65,65,66
10097,65,45,55
10098,65,58,57
10099,65,65,53
10101,65,62,47
10102,65,66,46
10103,65,60,67
10104,65,67,56
10105,65,64,70
10106,65,66,51
10107,65,62,64
10108,65,43,62
10109,65,55,54
10110,65,64,60
10111,65,63,61
10113,65,67,51
10114,65,58,60
10115,65,65,64
10116,65,62,70
10117,65,64,62
10118,65,62,60
10119,65,52,64
10120,65,63,62
10121,65,38,55
10122,65,67,55
10123,65,42,59
10124,65,64,61
10126,65,56,55
10127,65,65,60
10129,65,62,61
10130,65,68,65
10131,65,65,63
10132,65,62,61
10134,65,44,47
10135,65,40,57
10136,65,60,72
10138,65,36,64
10139,65,52,60
10140,65,67,66
10142,65,67,56
10143,65,70,53
10144,65,61,62
10145,65,67,62
10146,65,64,59
10147,65,70,64
10148,65,61,59
10149,65,55,59
10150,65,69,56
10151,65,60,57
10152,65,62,60
10153,65,61,61
10154,65,67,66
10155,65,51,59
10156,65,63,60
10157,65,62,63
10158,65,62,53
10159,65,69,59
10160,65,71,68
10161,65,65,63
10162,65,70,62
10163,65,62,61
10164,65,56,55
10165,65,60,66
10166,65,65,61
10167,65,68,60
10168,65,58,65
10169,65,78,56
10170,65,67,63
10171,65,62,60
10172,65,57,65
10173,65,63,60
10175,65,60,57
10176,65,66,63
10177,65,63,70
10178,65,67,64
10179,65,61,63
10181,65,60,64
10182,65,56,69
10183,65,65,66
10184,65,70,68
10185,65,70,52
10186,65,46,52
10187,65,39,56
10188,65,63,66
10189,65,65,67
10190,65,71,62
10192,65,66,62
10193,65,60,65
10196,65,53,59
10197,65,61,58
10200,65,65,74
10201,65,65,50
10202,65,57,62
10203,65,65,62
10204,65,70,70
10206,65,45,66
10207,65,68,57
10208,65,70,72
10212,65,63,55
10213,65,31,59
10214,65,67,56
10215,65,52,54
10216,65,55,62
10217,65,60,55
10218,65,67,54
10219,65,71,57
10220,65,62,56
10221,65,65,59
10222,65,64,50
10224,65,66,58
10225,65,52,59
10226,65,65,56
10227,65,64,66
10229,65,54,57
10230,65,65,65
10231,65,59,54
10232,65,66,63
10233,65,61,59
10235,65,57,62
10236,65,68,67
10237,65,54,58
10238,65,67,59
10239,65,70,53
10240,65,43,70
10241,65,49,63
10242,65,50,63
10243,65,72,48
10244,65,64,60
10245,65,64,68
10246,65,62,57
10247,65,51,66
10248,65,58,64
10249,65,63,64
10250,65,61,69
10251,65,64,62
10253,65,64,65
10254,65,65,55
10255,65,68,58
10256,65,62,68
10257,65,63,63
10258,65,62,64
10259,65,45,59
10261,65,64,63
10262,65,59,58
10263,65,54,74
10264,65,45,55
10265,65,64,64
10267,65,58,69
10268,65,71,61
10269,65,57,55
10270,65,68,69
10271,65,66,63
10272,65,67,57
10273,65,59,66
10274,65,59,60
10275,65,49,59
10276,65,66,64
10277,65,53,52
10278,65,61,58
10279,65,60,58
10280,65,61,66
10281,65,65,58
10282,65,55,64
10283,65,63,62
10284,65,64,61
10285,65,61,56
10286,65,71,67
10287,65,64,65
10288,65,63,61
10290,65,60,63
10291,65,64,57
10292,65,68,60
10293,65,70,55
10294,65,64,64
10295,65,64,56
10296,65,59,64
10297,65,58,66
10298,65,62,59
10299,65,64,59
10300,65,65,54
10301,65,67,57
10302,65,57,57
10303,65,51,47
10304,65,63,57
10305,65,66,60
10306,65,62,57
10307,65,64,64
10308,65,59,64
10310,65,62,61
10311,65,58,64
10312,65,57,62
10313,65,61,60
10314,65,67,57
10315,65,74,64
10316,65,64,69
10317,65,38,58
10318,65,42,58
10319,65,68,55
10320,65,69,56
10321,65,58,60
10322,65,54,54
10323,65,68,55
10324,65,60,60
10326,65,68,57
10329,65,57,61
10330,65,63,48
10332,65,64,64
10333,65,65,59
10334,65,60,64
10335,65,66,60
10336,65,64,60
10337,65,59,59
10338,65,62,63
10339,65,69,68
10340,65,58,63
10341,65,70,63
10343,65,59,61
10344,65,69,66
10345,65,44,54
10346,65,63,47
10347,65,66,54
10349,65,56,57
10350,65,67,61
10351,65,71,65
10352,65,42,55
10353,65,48,61
10354,65,70,63
10355,65,55,58
10356,65,64,71
10357,65,64,63
10358,65,65,62
10359,65,70,62
10360,65,66,55
10361,65,63,53
10362,65,64,62
10363,65,59,61
10364,65,68,61
10365,65,60,57
10366,65,65,62
10368,65,61,59
10369,65,60,68
10370,65,65,52
10371,65,62,56
10372,65,44,58
10374,65,70,60
10375,65,65,66
10376,65,51,62
10378,65,62,60
10381,65,59,57
10383,65,67,59
10384,65,50,60
10385,65,50,60
10386,65,70,60
10387,65,62,65
10389,65,58,58
10390,65,67,63
10391,65,58,65
10392,65,65,59
10393,65,59,62
10394,65,53,58
10396,65,64,66
10397,65,65,52
10398,65,66,68
10400,65,67,59
10401,65,61,64
10402,65,57,60
10403,65,66,63
10404,65,60,58
10405,65,63,54
10406,65,61,64
10407,65,65,53
10408,65,67,67
10409,65,66,56
10410,65,64,68
10411,65,70,55
10412,65,66,55
10413,65,70,55
10415,65,56,64
10416,65,66,58
10417,65,69,64
10418,65,64,65
10419,65,67,49
10420,65,63,68
10421,65,67,64
10422,65,64,54
10423,65,47,56
10424,65,64,66
10425,65,66,55
10426,65,62,70
10427,65,52,68
10428,65,47,61
10430,65,60,60
10431,65,65,69
10432,65,71,56
10433,65,63,53
10436,65,66,62
10437,65,62,64
10438,65,66,60
10439,65,68,65
10440,65,67,61
10441,65,50,48
10442,65,65,61
10443,65,58,64
10444,65,60,60
10446,65,38,65
10447,65,54,60
10448,65,69,49
10449,65,66,71
10450,65,69,55
10451,65,67,61
10452,65,65,59
10453,65,62,56
10454,65,66,63
10455,65,56,60
10456,65,63,64
10458,65,53,59
10459,65,68,57
10460,65,67,62
10461,65,62,65
10462,65,45,54
10463,65,64,65
10464,65,58,61
10465,65,64,65
10466,65,51,56
10467,65,60,65
10468,65,66,66
10469,65,70,62
10470,65,46,63
10471,65,65,61
10472,65,61,65
10473,65,65,62
10474,65,64,61
10475,65,66,71
10476,65,71,62
10477,65,65,64
10478,65,57,53
10479,65,65,49
10480,65,67,58
10481,65,65,62
10482,65,51,49
10484,65,55,52
10485,65,62,56
10488,65,46,55
10489,65,65,62
10490,65,60,56
10492,65,58,64
10493,65,62,56
10495,65,58,62
10496,65,42,56
10497,65,65,58
10498,65,64,63
10499,65,67,63
10500,65,64,63
10501,65,61,64
10502,65,42,50
10503,65,59,57
10504,65,66,68
10505,65,64,61
10506,65,55,62
10507,65,64,64
10509,65,56,56
10511,65,53,60
10512,65,67,55
10513,65,67,63
10515,65,49,58
10516,65,65,62
10517,65,67,61
10518,65,70,58
10519,65,66,56
10520,65,54,58
10521,65,33,63
10522,65,62,64
10523,65,68,65
10524,65,49,55
10525,65,65,55
10526,65,57,58
10527,65,53,67
10528,65,63,54
10529,65,49,60
10530,65,55,64
10532,65,42,64
10533,65,68,62
10534,65,65,57
10535,65,62,56
10536,65,62,71
10537,65,66,62
10538,65,75,56
10539,65,61,61
10540,65,58,61
10542,65,50,62
10543,65,57,50
10544,65,61,56
10545,65,56,62
10546,65,67,51
10547,65,65,54
10548,65,68,68
10549,65,68,58
10550,65,66,61
10551,65,65,56
10552,65,67,56
10553,65,65,66
10554,65,63,57
10555,65,57,58
10556,65,61,60
10557,65,54,54
10558,65,58,56
10559,65,59,53
10560,65,39,64
10561,65,65,66
10562,65,64,61
10563,65,57,59
10564,65,59,61
10565,65,60,63
10566,65,63,69
10567,65,47,61
10568,65,67,56
10569,65,71,64
10570,65,66,58
10571,65,67,60
10572,65,68,56
10573,65,59,65
10575,65,65,60
10576,65,64,63
10577,65,61,58
10578,65,69,51
10579,65,62,57
10580,65,62,64
10581,65,63,60
10582,65,67,62
10584,65,64,71
10585,65,67,48
10586,65,66,59
10587,65,62,59
10588,65,52,59
10589,65,64,62
10590,65,44,57
10591,65,59,65
10592,65,73,54
10593,65,65,60
10594,65,65,69
10595,65,67,60
10596,65,65,54
10597,65,66,68
10598,65,61,57
10599,65,63,58
10600,65,62,54
10601,65,63,64
10602,65,67,70
10603,65,62,60
10605,65,60,65
10606,65,52,62
10607,65,68,67
10608,65,58,59
10609,65,71,58
10610,65,66,62
10611,65,63,60
10612,65,66,60
10613,65,57,66
10614,65,66,65
10615,65,64,63
10616,65,57,57
10617,65,48,54
10618,65,66,73
10619,65,62,61
10620,65,66,57
10621,65,57,44
10622,65,55,63
10623,65,67,60
10624,65,61,65
10625,65,58,62
10626,65,60,65
10628,65,60,57
10630,65,64,61
10631,65,62,55
10632,65,69,50
10633,65,64,58
10635,65,57,63
10636,65,50,65
10638,65,59,61
10639,65,68,57
10640,65,71,64
10641,65,60,62
10643,65,64,62
10644,65,38,55
10646,65,66,64
10647,65,60,60
10648,65,67,56
10649,65,63,59
10650,65,40,54
10651,65,62,69
10652,65,55,56
10653,65,67,63
10654,65,67,69
10655,65,65,61
10656,65,66,58
10657,65,64,49
10658,65,68,61
10659,65,59,64
10660,65,57,57
10661,65,56,61
10662,65,61,60
10663,65,42,52
10664,65,63,65
10665,65,55,55
10666,65,65,77
10667,65,59,62
10668,65,65,71
10669,65,65,66
10670,65,65,64
10671,65,73,60
10672,65,66,61
10674,65,60,65
10675,65,59,70
10676,65,70,62
10677,65,61,69
10678,65,65,65
10679,65,66,63
10680,65,63,60
10681,65,60,61
10682,65,63,55
10683,65,61,62
10684,65,63,61
10685,65,68,68
10686,65,58,63
10687,65,65,58
10688,65,71,59
10689,65,53,54
10690,65,61,61
10691,65,67,68
10692,65,67,63
10693,65,35,52
10694,65,44,62
10695,65,52,64
10696,65,56,67
10697,65,67,68
10698,65,65,61
10699,65,65,60
10700,65,61,59
10701,65,72,50
10702,65,65,68
10703,65,63,61
10704,65,55,56
10706,65,65,64
10707,65,65,67
10708,65,70,56
10709,65,67,55
10710,65,65,57
10712,65,60,62
10713,65,59,59
10714,65,66,63
10715,65,59,60
10716,65,64,55
10717,65,68,62
10718,65,46,59
10719,65,50,63
10720,65,69,64
10721,65,60,59
10722,65,50,56
10723,65,61,66
10724,65,66,59
10725,65,50,60
10727,65,69,57
10728,65,69,49
10729,65,50,59
10730,65,69,65
10731,65,67,67
10732,65,60,61
10733,65,63,59
10734,65,63,59
10735,65,64,64
10736,65,62,64
10737,65,63,61
10738,65,62,75
10739,65,61,61
10740,65,59,56
10741,65,61,58
10742,65,63,62
10743,65,61,61
10744,65,50,52
10745,65,56,62
10746,65,67,63
10748,65,63,57
10749,65,63,63
10750,65,66,47
10751,65,63,66
10752,65,58,60
10753,65,60,63
10754,65,67,60
10755,65,63,63
10756,65,63,59
10757,65,68,56
10758,65,48,59
10759,65,61,65
10760,65,64,64
10761,65,45,53
